tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
15,21,68,2,2,4,4,4,4,4,4,4
15,21,68,2,3,4,4,4,4,4,4,4
15,21,68,2,4,4,4,4,4,4,4,4
15,21,68,2,5,4,4,4,4,4,4,4
15,21,68,2,6,4,4,4,4,4,4,4
15,21,68,2,7,4,4,4,4,4,4,4
15,21,68,2,8,4,4,4,4,4,4,4
15,21,68,3,0,4,4,4,4,4,4,4
15,21,68,3,1,4,4,4,4,4,4,4
15,21,68,3,2,4,4,4,4,4,4,4
15,21,68,3,3,4,4,4,4,4,4,4
15,21,68,3,4,4,4,4,4,4,4,4
15,21,68,3,5,4,4,4,4,4,4,4
15,21,68,3,6,4,4,4,4,4,4,4
15,21,68,3,7,4,4,4,4,4,4,4
15,21,68,3,8,4,4,4,4,4,4,4
15,21,69,0,0,4,4,4,4,4,4,4
15,21,69,0,1,4,4,4,4,4,4,4
15,21,69,0,2,4,4,4,4,4,4,4
15,21,69,0,3,4,4,4,4,4,4,4
15,21,69,0,4,4,4,4,4,4,4,4
15,21,69,0,5,4,4,4,4,4,4,4
15,21,69,0,6,4,4,4,4,4,4,4
15,21,69,0,7,4,4,4,4,4,4,4
15,21,69,0,8,4,4,4,4,4,4,4
15,21,69,1,0,4,4,4,4,4,4,4
15,21,69,1,1,4,4,4,4,4,4,4
15,21,69,1,2,4,4,4,4,4,4,4
15,21,69,1,3,4,4,4,4,4,4,4
15,21,69,1,4,4,4,4,4,4,4,4
15,21,69,1,5,4,4,4,4,4,4,4
15,21,69,1,6,4,4,4,4,4,4,4
15,21,69,1,7,4,4,4,4,4,4,4
15,21,69,1,8,4,4,4,4,4,4,4
15,21,69,2,0,4,4,4,4,4,4,4
15,21,69,2,1,4,4,4,4,4,4,4
15,21,69,2,2,4,4,4,4,4,4,4
15,21,69,2,3,4,4,4,4,4,4,4
15,21,69,2,4,4,4,4,4,4,4,4
15,21,69,2,5,4,4,4,4,4,4,4
15,21,69,2,6,4,4,4,4,4,4,4
15,21,69,2,7,4,4,4,4,4,4,4
15,21,69,2,8,4,4,4,4,4,4,4
15,21,69,3,0,4,4,4,4,4,4,4
15,21,69,3,1,4,4,4,4,4,4,4
15,21,69,3,2,4,4,4,4,4,4,4
15,21,69,3,3,4,4,4,4,4,4,4
15,21,69,3,4,4,4,4,4,4,4,4
15,21,69,3,5,4,4,4,4,4,4,4
15,21,69,3,6,4,4,4,4,4,4,4
15,21,69,3,7,4,4,4,4,4,4,4
15,21,69,3,8,4,4,4,4,4,4,4
15,21,70,0,0,4,4,4,4,4,4,4
15,21,70,0,1,4,4,4,4,4,4,4
15,21,70,0,2,4,4,4,4,4,4,4
15,21,70,0,3,4,4,4,4,4,4,4
15,21,70,0,4,4,4,4,4,4,4,4
15,21,70,0,5,4,4,4,4,4,4,4
15,21,70,0,6,4,4,4,4,4,4,4
15,21,70,0,7,4,4,4,4,4,4,4
15,21,70,0,8,4,4,4,4,4,4,4
15,21,70,1,0,4,4,4,4,4,4,4
15,21,70,1,1,4,4,4,4,4,4,4
15,21,70,1,2,4,4,4,4,4,4,4
15,21,70,1,3,4,4,4,4,4,4,4
15,21,70,1,4,4,4,4,4,4,4,4
15,21,70,1,5,4,4,4,4,4,4,4
15,21,70,1,6,4,4,4,4,4,4,4
15,21,70,1,7,4,4,4,4,4,4,4
15,21,70,1,8,4,4,4,4,4,4,4
15,21,70,2,0,4,4,4,4,4,4,4
15,21,70,2,1,4,4,4,4,4,4,4
15,21,70,2,2,4,4,4,4,4,4,4
15,21,70,2,3,4,4,4,4,4,4,4
15,21,70,2,4,4,4,4,4,4,4,4
15,21,70,2,5,4,4,4,4,4,4,4
15,21,70,2,6,4,4,4,4,4,4,4
15,21,70,2,7,4,4,4,4,4,4,4
15,21,70,2,8,4,4,4,4,4,4,4
15,21,70,3,0,4,4,4,4,4,4,4
15,21,70,3,1,4,4,4,4,4,4,4
15,21,70,3,2,4,4,4,4,4,4,4
15,21,70,3,3,4,4,4,4,4,4,4
15,21,70,3,4,4,4,4,4,4,4,4
15,21,70,3,5,4,4,4,4,4,4,4
15,21,70,3,6,4,4,4,4,4,4,4
15,21,70,3,7,4,4,4,4,4,4,4
15,21,70,3,8,4,4,4,4,4,4,4
16,0,23,0,0,4,4,4,4,4,4,4
16,0,23,0,1,4,4,4,4,4,4,4
16,0,23,0,2,4,4,4,4,4,4,4
16,0,23,0,3,4,4,4,4,4,4,4
16,0,23,0,4,4,4,4,4,4,4,4
16,0,23,0,5,4,4,4,4,4,4,4
16,0,23,0,6,4,4,4,4,4,4,4
16,0,23,0,7,4,4,4,4,4,4,4
16,0,23,0,8,4,4,4,4,4,4,4
16,0,23,1,0,4,4,4,4,4,4,4
16,0,23,1,1,4,4,4,4,4,4,4
16,0,23,1,2,4,4,4,4,4,4,4
16,0,23,1,3,4,4,4,4,4,4,4
16,0,23,1,4,4,4,4,4,4,4,4
16,0,23,1,5,4,4,4,4,4,4,4
16,0,23,1,6,4,4,4,4,4,4,4
16,0,23,1,7,4,4,4,4,4,4,4
16,0,23,1,8,4,4,4,4,4,4,4
16,0,23,2,0,4,4,4,4,4,4,4
16,0,23,2,1,4,4,4,4,4,4,4
16,0,23,2,2,4,4,4,4,4,4,4
16,0,23,2,3,4,4,4,4,4,4,4
16,0,23,2,4,4,4,4,4,4,4,4
16,0,23,2,5,4,4,4,4,4,4,4
16,0,23,2,6,4,4,4,4,4,4,4
