tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
2,18,51,2,6,4,4,4,4,4,4,4
2,18,51,2,7,4,4,4,4,4,4,4
2,18,51,2,8,4,4,4,4,4,4,4
2,18,51,3,0,4,4,4,4,4,4,4
2,18,51,3,1,4,4,4,4,4,4,4
2,18,51,3,2,4,4,4,4,4,4,4
2,18,51,3,3,4,4,4,4,4,4,4
2,18,51,3,4,4,4,4,4,4,4,4
2,18,51,3,5,4,4,4,4,4,4,4
2,18,51,3,6,4,4,4,4,4,4,4
2,18,51,3,7,4,4,4,4,4,4,4
2,18,51,3,8,4,4,4,4,4,4,4
2,18,52,0,0,4,4,4,4,4,4,4
2,18,52,0,1,4,4,4,4,4,4,4
2,18,52,0,2,4,4,4,4,4,4,4
2,18,52,0,3,4,4,4,4,4,4,4
2,18,52,0,4,4,4,4,4,4,4,4
2,18,52,0,5,4,4,4,4,4,4,4
2,18,52,0,6,4,4,4,4,4,4,4
2,18,52,0,7,4,4,4,4,4,4,4
2,18,52,0,8,4,4,4,4,4,4,4
2,18,52,1,0,4,4,4,4,4,4,4
2,18,52,1,1,4,4,4,4,4,4,4
2,18,52,1,2,4,4,4,4,4,4,4
2,18,52,1,3,4,4,4,4,4,4,4
2,18,52,1,4,4,4,4,4,4,4,4
2,18,52,1,5,4,4,4,4,4,4,4
2,18,52,1,6,4,4,4,4,4,4,4
2,18,52,1,7,4,4,4,4,4,4,4
2,18,52,1,8,4,4,4,4,4,4,4
2,18,52,2,0,4,4,4,4,4,4,4
2,18,52,2,1,4,4,4,4,4,4,4
2,18,52,2,2,4,4,4,4,4,4,4
2,18,52,2,3,4,4,4,4,4,4,4
2,18,52,2,4,4,4,4,4,4,4,4
2,18,52,2,5,4,4,4,4,4,4,4
2,18,52,2,6,4,4,4,4,4,4,4
2,18,52,2,7,4,4,4,4,4,4,4
2,18,52,2,8,4,4,4,4,4,4,4
2,18,52,3,0,4,4,4,4,4,4,4
2,18,52,3,1,4,4,4,4,4,4,4
2,18,52,3,2,4,4,4,4,4,4,4
2,18,52,3,3,4,4,4,4,4,4,4
2,18,52,3,4,4,4,4,4,4,4,4
2,18,52,3,5,4,4,4,4,4,4,4
2,18,52,3,6,4,4,4,4,4,4,4
2,18,52,3,7,4,4,4,4,4,4,4
2,18,52,3,8,4,4,4,4,4,4,4
2,18,53,0,0,4,4,4,4,4,4,4
2,18,53,0,1,4,4,4,4,4,4,4
2,18,53,0,2,4,4,4,4,4,4,4
2,18,53,0,3,4,4,4,4,4,4,4
2,18,53,0,4,4,4,4,4,4,4,4
2,18,53,0,5,4,4,4,4,4,4,4
2,18,53,0,6,4,4,4,4,4,4,4
2,18,53,0,7,4,4,4,4,4,4,4
2,18,53,0,8,4,4,4,4,4,4,4
2,18,53,1,0,4,4,4,4,4,4,4
2,18,53,1,1,4,4,4,4,4,4,4
2,18,53,1,2,4,4,4,4,4,4,4
2,18,53,1,3,4,4,4,4,4,4,4
2,18,53,1,4,4,4,4,4,4,4,4
2,18,53,1,5,4,4,4,4,4,4,4
2,18,53,1,6,4,4,4,4,4,4,4
2,18,53,1,7,4,4,4,4,4,4,4
2,18,53,1,8,4,4,4,4,4,4,4
2,18,53,2,0,4,4,4,4,4,4,4
2,18,53,2,1,4,4,4,4,4,4,4
2,18,53,2,2,4,4,4,4,4,4,4
2,18,53,2,3,4,4,4,4,4,4,4
2,18,53,2,4,4,4,4,4,4,4,4
2,18,53,2,5,4,4,4,4,4,4,4
2,18,53,2,6,4,4,4,4,4,4,4
2,18,53,2,7,4,4,4,4,4,4,4
2,18,53,2,8,4,4,4,4,4,4,4
2,18,53,3,0,4,4,4,4,4,4,4
2,18,53,3,1,4,4,4,4,4,4,4
2,18,53,3,2,4,4,4,4,4,4,4
2,18,53,3,3,4,4,4,4,4,4,4
2,18,53,3,4,4,4,4,4,4,4,4
2,18,53,3,5,4,4,4,4,4,4,4
2,18,53,3,6,4,4,4,4,4,4,4
2,18,53,3,7,4,4,4,4,4,4,4
2,18,53,3,8,4,4,4,4,4,4,4
2,18,54,0,0,4,4,4,4,4,4,4
2,18,54,0,1,4,4,4,4,4,4,4
2,18,54,0,2,4,4,4,4,4,4,4
2,18,54,0,3,4,4,4,4,4,4,4
2,18,54,0,4,4,4,4,4,4,4,4
2,18,54,0,5,4,4,4,4,4,4,4
2,18,54,0,6,4,4,4,4,4,4,4
2,18,54,0,7,4,4,4,4,4,4,4
2,18,54,0,8,4,4,4,4,4,4,4
2,18,54,1,0,4,4,4,4,4,4,4
2,18,54,1,1,4,4,4,4,4,4,4
2,18,54,1,2,4,4,4,4,4,4,4
2,18,54,1,3,4,4,4,4,4,4,4
2,18,54,1,4,4,4,4,4,4,4,4
2,18,54,1,5,4,4,4,4,4,4,4
2,18,54,1,6,4,4,4,4,4,4,4
2,18,54,1,7,4,4,4,4,4,4,4
2,18,54,1,8,4,4,4,4,4,4,4
2,18,54,2,0,4,4,4,4,4,4,4
2,18,54,2,1,4,4,4,4,4,4,4
2,18,54,2,2,4,4,4,4,4,4,4
2,18,54,2,3,4,4,4,4,4,4,4
2,18,54,2,4,4,4,4,4,4,4,4
2,18,54,2,5,4,4,4,4,4,4,4
2,18,54,2,6,4,4,4,4,4,4,4
2,18,54,2,7,4,4,4,4,4,4,4
2,18,54,2,8,4,4,4,4,4,4,4
2,18,54,3,0,4,4,4,4,4,4,4
2,18,54,3,1,4,4,4,4,4,4,4
2,18,54,3,2,4,4,4,4,4,4,4
2,18,54,3,3,4,4,4,4,4,4,4
2,18,54,3,4,4,4,4,4,4,4,4
2,18,54,3,5,4,4,4,4,4,4,4
2,18,54,3,6,4,4,4,4,4,4,4
2,18,54,3,7,4,4,4,4,4,4,4
2,18,54,3,8,4,4,4,4,4,4,4
2,18,55,0,0,4,4,4,4,4,4,4
2,18,55,0,1,4,4,4,4,4,4,4
2,18,55,0,2,4,4,4,4,4,4,4
2,18,55,0,3,4,4,4,4,4,4,4
2,18,55,0,4,4,4,4,4,4,4,4
2,18,55,0,5,4,4,4,4,4,4,4
2,18,55,0,6,4,4,4,4,4,4,4
2,18,55,0,7,4,4,4,4,4,4,4
2,18,55,0,8,4,4,4,4,4,4,4
2,18,55,1,0,4,4,4,4,4,4,4
2,18,55,1,1,4,4,4,4,4,4,4
2,18,55,1,2,4,4,4,4,4,4,4
2,18,55,1,3,4,4,4,4,4,4,4
2,18,55,1,4,4,4,4,4,4,4,4
2,18,55,1,5,4,4,4,4,4,4,4
2,18,55,1,6,4,4,4,4,4,4,4
2,18,55,1,7,4,4,4,4,4,4,4
2,18,55,1,8,4,4,4,4,4,4,4
