tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
16,75,86,1,3,4,4,4,4,3,3,4
16,75,86,1,4,4,4,4,4,3,3,4
16,75,86,1,5,4,4,4,4,3,3,4
16,75,86,1,6,4,4,4,4,3,3,4
16,75,86,1,7,4,4,4,4,3,3,4
16,75,86,1,8,4,4,4,4,3,3,4
16,75,86,2,0,4,4,4,4,3,3,4
16,75,86,2,1,4,4,4,4,3,3,4
16,75,86,2,2,4,4,4,4,3,3,4
16,75,86,2,3,4,4,4,4,3,3,4
16,75,86,2,4,4,4,4,4,3,3,4
16,75,86,2,5,4,4,4,4,3,3,4
16,75,86,2,6,4,4,4,4,3,3,4
16,75,86,2,7,4,4,4,4,3,3,4
16,75,86,2,8,4,4,4,4,3,3,4
16,75,86,3,0,4,4,4,4,3,3,4
16,75,86,3,1,4,4,4,4,3,3,4
16,75,86,3,2,4,4,4,4,3,3,4
16,75,86,3,3,4,4,4,4,3,3,4
16,75,86,3,4,4,4,4,4,3,3,4
16,75,86,3,5,4,4,4,4,3,3,4
16,75,86,3,6,4,4,4,4,3,3,4
16,75,86,3,7,4,4,4,4,3,3,4
16,75,86,3,8,4,4,4,4,3,3,4
16,75,86,4,0,4,4,4,4,3,3,4
16,75,86,4,1,4,4,4,4,3,3,4
16,75,86,4,2,4,4,4,4,3,3,4
16,75,86,4,3,4,4,4,4,3,3,4
16,75,86,4,4,4,4,4,4,3,3,4
16,75,86,4,5,4,4,4,4,3,3,4
16,75,86,4,6,4,4,4,4,3,3,4
16,75,86,4,7,4,4,4,4,3,3,4
16,75,86,4,8,4,4,4,4,3,3,4
16,75,86,5,0,4,4,4,4,3,3,4
16,75,86,5,1,4,4,4,4,3,3,4
16,75,86,5,2,4,4,4,4,3,3,4
16,75,86,5,3,4,4,4,4,3,3,4
16,75,86,5,4,4,4,4,4,3,3,4
16,75,86,5,5,4,4,4,4,3,3,4
16,75,86,5,6,4,4,4,4,3,3,4
16,75,86,5,7,4,4,4,4,3,3,4
16,75,86,5,8,4,4,4,4,3,3,4
16,75,87,0,0,4,4,4,4,3,3,4
16,75,87,0,1,4,4,4,4,3,3,4
16,75,87,0,2,4,4,4,4,3,3,4
16,75,87,0,3,4,4,4,4,3,3,4
16,75,87,0,4,4,4,4,4,3,3,4
16,75,87,0,5,4,4,4,4,3,3,4
16,75,87,0,6,4,4,4,4,3,3,4
16,75,87,0,7,4,4,4,4,3,3,4
16,75,87,0,8,4,4,4,4,3,3,4
16,75,87,1,0,4,4,4,4,3,3,4
16,75,87,1,1,4,4,4,4,3,3,4
16,75,87,1,2,4,4,4,4,3,3,4
16,75,87,1,3,4,4,4,4,3,3,4
16,75,87,1,4,4,4,4,4,3,3,4
16,75,87,1,5,4,4,4,4,3,3,4
16,75,87,1,6,4,4,4,4,3,3,4
16,75,87,1,7,4,4,4,4,3,3,4
16,75,87,1,8,4,4,4,4,3,3,4
16,75,87,2,0,4,4,4,4,3,3,4
16,75,87,2,1,4,4,4,4,3,3,4
16,75,87,2,2,4,4,4,4,3,3,4
16,75,87,2,3,4,4,4,4,3,3,4
16,75,87,2,4,4,4,4,4,3,3,4
16,75,87,2,5,4,4,4,4,3,3,4
16,75,87,2,6,4,4,4,4,3,3,4
16,75,87,2,7,4,4,4,4,3,3,4
16,75,87,2,8,4,4,4,4,3,3,4
16,75,87,3,0,4,4,4,4,3,3,4
16,75,87,3,1,4,4,4,4,3,3,4
16,75,87,3,2,4,4,4,4,3,3,4
16,75,87,3,3,4,4,4,4,3,3,4
16,75,87,3,4,4,4,4,4,3,3,4
16,75,87,3,5,4,4,4,4,3,3,4
16,75,87,3,6,4,4,4,4,3,3,4
16,75,87,3,7,4,4,4,4,3,3,4
