tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
13,123,36,0,8,4,4,4,4,4,4,4
13,123,36,1,0,4,4,4,4,4,4,4
13,123,36,1,1,4,4,4,4,4,4,4
13,123,36,1,2,4,4,4,4,4,4,4
13,123,36,1,3,4,4,4,4,4,4,4
13,123,36,1,4,4,4,4,4,4,4,4
13,123,36,1,5,4,4,4,4,4,4,4
13,123,36,1,6,4,4,4,4,4,4,4
13,123,36,1,7,4,4,4,4,4,4,4
13,123,36,1,8,4,4,4,4,4,4,4
13,123,36,2,0,4,4,4,4,4,4,4
13,123,36,2,1,4,4,4,4,4,4,4
13,123,36,2,2,4,4,4,4,4,4,4
13,123,36,2,3,4,4,4,4,4,4,4
13,123,36,2,4,4,4,4,4,4,4,4
13,123,36,2,5,4,4,4,4,4,4,4
13,123,36,2,6,4,4,4,4,4,4,4
13,123,36,2,7,4,4,4,4,4,4,4
13,123,36,2,8,4,4,4,4,4,4,4
13,123,36,3,0,4,4,4,4,4,4,4
13,123,36,3,1,4,4,4,4,4,4,4
13,123,36,3,2,4,4,4,4,4,4,4
13,123,36,3,3,4,4,4,4,4,4,4
13,123,36,3,4,4,4,4,4,4,4,4
13,123,36,3,5,4,4,4,4,4,4,4
13,123,36,3,6,4,4,4,4,4,4,4
13,123,36,3,7,4,4,4,4,4,4,4
13,123,36,3,8,4,4,4,4,4,4,4
13,123,36,4,0,4,4,4,4,4,4,4
13,123,36,4,1,4,4,4,4,4,4,4
13,123,36,4,2,4,4,4,4,4,4,4
13,123,36,4,3,4,4,4,4,4,4,4
13,123,36,4,4,4,4,4,4,4,4,4
13,123,36,4,5,4,4,4,4,4,4,4
13,123,36,4,6,4,4,4,4,4,4,4
13,123,36,4,7,4,4,4,4,4,4,4
13,123,36,4,8,4,4,4,4,4,4,4
13,123,36,5,0,4,4,4,4,4,4,4
13,123,36,5,1,4,4,4,4,4,4,4
13,123,36,5,2,4,4,4,4,4,4,4
13,123,36,5,3,4,4,4,4,4,4,4
13,123,36,5,4,4,4,4,4,4,4,4
13,123,36,5,5,4,4,4,4,4,4,4
13,123,36,5,6,4,4,4,4,4,4,4
13,123,36,5,7,4,4,4,4,4,4,4
13,123,36,5,8,4,4,4,4,4,4,4
13,123,37,0,0,4,4,4,4,4,4,4
13,123,37,0,1,4,4,4,4,4,4,4
13,123,37,0,2,4,4,4,4,4,4,4
13,123,37,0,3,4,4,4,4,4,4,4
13,123,37,0,4,4,4,4,4,4,4,4
13,123,37,0,5,4,4,4,4,4,4,4
13,123,37,0,6,4,4,4,4,4,4,4
13,123,37,0,7,4,4,4,4,4,4,4
13,123,37,0,8,4,4,4,4,4,4,4
13,123,37,1,0,4,4,4,4,4,4,4
13,123,37,1,1,4,4,4,4,4,4,4
13,123,37,1,2,4,4,4,4,4,4,4
13,123,37,1,3,4,4,4,4,4,4,4
13,123,37,1,4,4,4,4,4,4,4,4
13,123,37,1,5,4,4,4,4,4,4,4
13,123,37,1,6,4,4,4,4,4,4,4
13,123,37,1,7,4,4,4,4,4,4,4
13,123,37,1,8,4,4,4,4,4,4,4
13,123,37,2,0,4,4,4,4,4,4,4
13,123,37,2,1,4,4,4,4,4,4,4
13,123,37,2,2,4,4,4,4,4,4,4
13,123,37,2,3,4,4,4,4,4,4,4
13,123,37,2,4,4,4,4,4,4,4,4
13,123,37,2,5,4,4,4,4,4,4,4
13,123,37,2,6,4,4,4,4,4,4,4
13,123,37,2,7,4,4,4,4,4,4,4
13,123,37,2,8,4,4,4,4,4,4,4
