tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
8,22,156,4,4,3,4,4,4,4,4,4
8,22,156,4,5,3,4,4,4,4,4,4
8,22,156,4,6,3,4,4,4,4,4,4
8,22,156,4,7,3,4,4,4,4,4,4
8,22,156,4,8,3,4,4,4,4,4,4
8,22,156,5,0,3,4,4,4,4,4,4
8,22,156,5,1,3,4,4,4,4,4,4
8,22,156,5,2,3,4,4,4,4,4,4
8,22,156,5,3,3,4,4,4,4,4,4
8,22,156,5,4,3,4,4,4,4,4,4
8,22,156,5,5,3,4,4,4,4,4,4
8,22,156,5,6,3,4,4,4,4,4,4
8,22,156,5,7,3,4,4,4,4,4,4
8,22,156,5,8,3,4,4,4,4,4,4
8,22,157,0,0,3,4,4,4,4,4,4
8,22,157,0,1,3,4,4,4,4,4,4
8,22,157,0,2,3,4,4,4,4,4,4
8,22,157,0,3,3,4,4,4,4,4,4
8,22,157,0,4,3,4,4,4,4,4,4
8,22,157,0,5,3,4,4,4,4,4,4
8,22,157,0,6,3,4,4,4,4,4,4
8,22,157,0,7,3,4,4,4,4,4,4
8,22,157,0,8,3,4,4,4,4,4,4
8,22,157,1,0,3,4,4,4,4,4,4
8,22,157,1,1,3,4,4,4,4,4,4
8,22,157,1,2,3,4,4,4,4,4,4
8,22,157,1,3,3,4,4,4,4,4,4
8,22,157,1,4,3,4,4,4,4,4,4
8,22,157,1,5,3,4,4,4,4,4,4
8,22,157,1,6,3,4,4,4,4,4,4
8,22,157,1,7,3,4,4,4,4,4,4
8,22,157,1,8,3,4,4,4,4,4,4
8,22,157,2,0,3,4,4,4,4,4,4
8,22,157,2,1,3,4,4,4,4,4,4
8,22,157,2,2,3,4,4,4,4,4,4
8,22,157,2,3,3,4,4,4,4,4,4
8,22,157,2,4,3,4,4,4,4,4,4
8,22,157,2,5,3,4,4,4,4,4,4
8,22,157,2,6,3,4,4,4,4,4,4
8,22,157,2,7,3,4,4,4,4,4,4
8,22,157,2,8,3,4,4,4,4,4,4
8,22,157,3,0,3,4,4,4,4,4,4
8,22,157,3,1,3,4,4,4,4,4,4
8,22,157,3,2,3,4,4,4,4,4,4
8,22,157,3,3,3,4,4,4,4,4,4
8,22,157,3,4,3,4,4,4,4,4,4
8,22,157,3,5,3,4,4,4,4,4,4
8,22,157,3,6,3,4,4,4,4,4,4
8,22,157,3,7,3,4,4,4,4,4,4
8,22,157,3,8,3,4,4,4,4,4,4
8,22,157,4,0,3,4,4,4,4,4,4
8,22,157,4,1,3,4,4,4,4,4,4
8,22,157,4,2,3,4,4,4,4,4,4
8,22,157,4,3,3,4,4,4,4,4,4
8,22,157,4,4,3,4,4,4,4,4,4
8,22,157,4,5,3,4,4,4,4,4,4
8,22,157,4,6,3,4,4,4,4,4,4
8,22,157,4,7,3,4,4,4,4,4,4
8,22,157,4,8,3,4,4,4,4,4,4
8,22,157,5,0,3,4,4,4,4,4,4
8,22,157,5,1,3,4,4,4,4,4,4
8,22,157,5,2,3,4,4,4,4,4,4
8,22,157,5,3,3,4,4,4,4,4,4
8,22,157,5,4,3,4,4,4,4,4,4
8,22,157,5,5,3,4,4,4,4,4,4
8,22,157,5,6,3,4,4,4,4,4,4
8,22,157,5,7,3,4,4,4,4,4,4
8,22,157,5,8,3,4,4,4,4,4,4
8,22,158,0,0,3,4,4,4,4,4,4
8,22,158,0,1,3,4,4,4,4,4,4
8,22,158,0,2,3,4,4,4,4,4,4
8,22,158,0,3,3,4,4,4,4,4,4
8,22,158,0,4,3,4,4,4,4,4,4
8,22,158,0,5,3,4,4,4,4,4,4
8,22,158,0,6,3,4,4,4,4,4,4
8,22,158,0,7,3,4,4,4,4,4,4
8,22,158,0,8,3,4,4,4,4,4,4
8,22,158,1,0,3,4,4,4,4,4,4
8,22,158,1,1,3,4,4,4,4,4,4
8,22,158,1,2,3,4,4,4,4,4,4
8,22,158,1,3,3,4,4,4,4,4,4
8,22,158,1,4,3,4,4,4,4,4,4
8,22,158,1,5,3,4,4,4,4,4,4
8,22,158,1,6,3,4,4,4,4,4,4
8,22,158,1,7,3,4,4,4,4,4,4
8,22,158,1,8,3,4,4,4,4,4,4
8,22,158,2,0,3,4,4,4,4,4,4
8,22,158,2,1,3,4,4,4,4,4,4
8,22,158,2,2,3,4,4,4,4,4,4
8,22,158,2,3,3,4,4,4,4,4,4
8,22,158,2,4,3,4,4,4,4,4,4
8,22,158,2,5,3,4,4,4,4,4,4
8,22,158,2,6,3,4,4,4,4,4,4
8,22,158,2,7,3,4,4,4,4,4,4
8,22,158,2,8,3,4,4,4,4,4,4
8,22,158,3,0,3,4,4,4,4,4,4
8,22,158,3,1,3,4,4,4,4,4,4
8,22,158,3,2,3,4,4,4,4,4,4
8,22,158,3,3,3,4,4,4,4,4,4
8,22,158,3,4,3,4,4,4,4,4,4
8,22,158,3,5,3,4,4,4,4,4,4
8,22,158,3,6,3,4,4,4,4,4,4
8,22,158,3,7,3,4,4,4,4,4,4
8,22,158,3,8,3,4,4,4,4,4,4
8,22,158,4,0,3,4,4,4,4,4,4
8,22,158,4,1,3,4,4,4,4,4,4
8,22,158,4,2,3,4,4,4,4,4,4
8,22,158,4,3,3,4,4,4,4,4,4
8,22,158,4,4,3,4,4,4,4,4,4
8,22,158,4,5,3,4,4,4,4,4,4
8,22,158,4,6,3,4,4,4,4,4,4
8,22,158,4,7,3,4,4,4,4,4,4
8,22,158,4,8,3,4,4,4,4,4,4
8,22,158,5,0,3,4,4,4,4,4,4
8,22,158,5,1,3,4,4,4,4,4,4
8,22,158,5,2,3,4,4,4,4,4,4
8,22,158,5,3,3,4,4,4,4,4,4
8,22,158,5,4,3,4,4,4,4,4,4
8,22,158,5,5,3,4,4,4,4,4,4
8,22,158,5,6,3,4,4,4,4,4,4
8,22,158,5,7,3,4,4,4,4,4,4
8,22,158,5,8,3,4,4,4,4,4,4
8,22,159,0,0,3,4,4,4,4,4,4
8,22,159,0,1,3,4,4,4,4,4,4
8,22,159,0,2,3,4,4,4,4,4,4
8,22,159,0,3,3,4,4,4,4,4,4
8,22,159,0,4,3,4,4,4,4,4,4
8,22,159,0,5,3,4,4,4,4,4,4
8,22,159,0,6,3,4,4,4,4,4,4
8,22,159,0,7,3,4,4,4,4,4,4
8,22,159,0,8,3,4,4,4,4,4,4
8,22,159,1,0,3,4,4,4,4,4,4
8,22,159,1,1,3,4,4,4,4,4,4
8,22,159,1,2,3,4,4,4,4,4,4
8,22,159,1,3,3,4,4,4,4,4,4
8,22,159,1,4,3,4,4,4,4,4,4
8,22,159,1,5,3,4,4,4,4,4,4
8,22,159,1,6,3,4,4,4,4,4,4
8,22,159,1,7,3,4,4,4,4,4,4
8,22,159,1,8,3,4,4,4,4,4,4
8,22,159,2,0,3,4,4,4,4,4,4
8,22,159,2,1,3,4,4,4,4,4,4
8,22,159,2,2,3,4,4,4,4,4,4
8,22,159,2,3,3,4,4,4,4,4,4
8,22,159,2,4,3,4,4,4,4,4,4
8,22,159,2,5,3,4,4,4,4,4,4
8,22,159,2,6,3,4,4,4,4,4,4
8,22,159,2,7,3,4,4,4,4,4,4
8,22,159,2,8,3,4,4,4,4,4,4
8,22,159,3,0,3,4,4,4,4,4,4
8,22,159,3,1,3,4,4,4,4,4,4
8,22,159,3,2,3,4,4,4,4,4,4
8,22,159,3,3,3,4,4,4,4,4,4
8,22,159,3,4,3,4,4,4,4,4,4
8,22,159,3,5,3,4,4,4,4,4,4
8,22,159,3,6,3,4,4,4,4,4,4
8,22,159,3,7,3,4,4,4,4,4,4
8,22,159,3,8,3,4,4,4,4,4,4
8,22,159,4,0,3,4,4,4,4,4,4
8,22,159,4,1,3,4,4,4,4,4,4
8,22,159,4,2,3,4,4,4,4,4,4
8,22,159,4,3,3,4,4,4,4,4,4
8,22,159,4,4,3,4,4,4,4,4,4
8,22,159,4,5,3,4,4,4,4,4,4
8,22,159,4,6,3,4,4,4,4,4,4
8,22,159,4,7,3,4,4,4,4,4,4
8,22,159,4,8,3,4,4,4,4,4,4
8,22,159,5,0,3,4,4,4,4,4,4
8,22,159,5,1,3,4,4,4,4,4,4
8,22,159,5,2,3,4,4,4,4,4,4
8,22,159,5,3,3,4,4,4,4,4,4
8,22,159,5,4,3,4,4,4,4,4,4
8,22,159,5,5,3,4,4,4,4,4,4
8,22,159,5,6,3,4,4,4,4,4,4
8,22,159,5,7,3,4,4,4,4,4,4
8,22,159,5,8,3,4,4,4,4,4,4
8,22,160,0,0,3,4,4,4,4,4,4
8,22,160,0,1,3,4,4,4,4,4,4
8,22,160,0,2,3,4,4,4,4,4,4
8,22,160,0,3,3,4,4,4,4,4,4
8,22,160,0,4,3,4,4,4,4,4,4
8,22,160,0,5,3,4,4,4,4,4,4
8,22,160,0,6,3,4,4,4,4,4,4
8,22,160,0,7,3,4,4,4,4,4,4
8,22,160,0,8,3,4,4,4,4,4,4
8,22,160,1,0,3,4,4,4,4,4,4
8,22,160,1,1,3,4,4,4,4,4,4
8,22,160,1,2,3,4,4,4,4,4,4
8,22,160,1,3,3,4,4,4,4,4,4
8,22,160,1,4,3,4,4,4,4,4,4
8,22,160,1,5,3,4,4,4,4,4,4
8,22,160,1,6,3,4,4,4,4,4,4
8,22,160,1,7,3,4,4,4,4,4,4
8,22,160,1,8,3,4,4,4,4,4,4
8,22,160,2,0,3,4,4,4,4,4,4
8,22,160,2,1,3,4,4,4,4,4,4
8,22,160,2,2,3,4,4,4,4,4,4
8,22,160,2,3,3,4,4,4,4,4,4
8,22,160,2,4,3,4,4,4,4,4,4
8,22,160,2,5,3,4,4,4,4,4,4
