tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
3,12,45,4,4,3,2,4,2,2,2,2
3,12,45,4,5,3,2,4,2,2,2,2
3,12,45,4,6,3,2,4,2,2,2,2
3,12,45,4,7,3,2,4,2,2,2,2
3,12,45,4,8,3,2,4,2,2,2,2
3,12,45,5,0,3,2,4,2,2,2,2
3,12,45,5,1,3,2,4,2,2,2,2
3,12,45,5,2,3,2,4,2,2,2,2
3,12,45,5,3,3,2,4,2,2,2,2
3,12,45,5,4,3,2,4,2,2,2,2
3,12,45,5,5,3,2,4,2,2,2,2
3,12,45,5,6,3,2,4,2,2,2,2
3,12,45,5,7,3,2,4,2,2,2,2
3,12,45,5,8,3,2,4,2,2,2,2
3,12,46,4,0,3,2,2,2,2,2,2
3,12,46,4,1,3,2,2,2,2,2,2
3,12,46,4,2,3,2,2,2,2,2,2
3,12,46,4,3,3,2,2,2,2,2,2
3,12,46,4,4,3,2,2,2,2,2,2
3,12,46,4,5,3,2,2,2,2,2,2
3,12,46,4,6,3,2,2,2,2,2,2
3,12,46,4,7,3,2,2,2,2,2,2
3,12,46,4,8,3,2,2,2,2,2,2
3,12,46,5,0,3,2,2,2,2,2,2
3,12,46,5,1,3,2,2,2,2,2,2
3,12,46,5,2,3,2,2,2,2,2,2
3,12,46,5,3,3,2,2,2,2,2,2
3,12,46,5,4,3,2,2,2,2,2,2
3,12,46,5,5,3,2,2,2,2,2,2
3,12,46,5,6,3,2,2,2,2,2,2
3,12,46,5,7,3,2,2,2,2,2,2
3,12,46,5,8,3,2,2,2,2,2,2
3,12,47,4,0,3,2,2,2,2,2,2
3,12,47,4,1,3,2,2,2,2,2,2
3,12,47,4,2,3,2,2,2,2,2,2
3,12,47,4,3,3,2,2,2,2,2,2
3,12,47,4,4,3,2,2,2,2,2,2
3,12,47,4,5,3,2,2,2,2,2,2
3,12,47,4,6,3,2,2,2,2,2,2
3,12,47,4,7,3,2,2,2,2,2,2
3,12,47,4,8,3,2,2,2,2,2,2
3,12,47,5,0,3,2,2,2,2,2,2
3,12,47,5,1,3,2,2,2,2,2,2
3,12,47,5,2,3,2,2,2,2,2,2
3,12,47,5,3,3,2,2,2,2,2,2
3,12,47,5,4,3,2,2,2,2,2,2
3,12,47,5,5,3,2,2,2,2,2,2
3,12,47,5,6,3,2,2,2,2,2,2
3,12,47,5,7,3,2,2,2,2,2,2
3,12,47,5,8,3,2,2,2,2,2,2
3,12,48,4,0,3,2,2,4,2,2,2
3,12,48,4,1,3,2,2,4,2,2,2
3,12,48,4,2,3,2,2,4,2,2,2
3,12,48,4,3,3,2,2,4,2,2,2
3,12,48,4,4,3,2,2,4,2,2,2
3,12,48,4,5,3,2,2,4,2,2,2
3,12,48,4,6,3,2,2,4,2,2,2
3,12,48,4,7,3,2,2,4,2,2,2
3,12,48,4,8,3,2,2,4,2,2,2
3,12,48,5,0,3,2,2,4,2,2,2
3,12,48,5,1,3,2,2,4,2,2,2
3,12,48,5,2,3,2,2,4,2,2,2
3,12,48,5,3,3,2,2,4,2,2,2
