tcp_dstport,tcp_srcport,udp_srcport,ip_flags,tcp_flags,action0,action1,action2,action3,action4,action5,max_freq
10,8,166,3,1,4,4,4,4,4,4,4
10,8,166,3,2,4,4,4,4,4,4,4
10,8,166,3,3,4,4,4,4,4,4,4
10,8,166,3,4,4,4,4,4,4,4,4
10,8,166,3,5,4,4,4,4,4,4,4
10,8,166,3,6,4,4,4,4,4,4,4
10,8,166,3,7,4,4,4,4,4,4,4
10,8,166,3,8,4,4,4,4,4,4,4
10,8,167,0,0,4,4,4,4,4,4,4
10,8,167,0,1,4,4,4,4,4,4,4
10,8,167,0,2,4,4,4,4,4,4,4
10,8,167,0,3,4,4,4,4,4,4,4
10,8,167,0,4,4,4,4,4,4,4,4
10,8,167,0,5,4,4,4,4,4,4,4
10,8,167,0,6,4,4,4,4,4,4,4
10,8,167,0,7,4,4,4,4,4,4,4
10,8,167,0,8,4,4,4,4,4,4,4
10,8,167,1,0,4,4,4,4,4,4,4
10,8,167,1,1,4,4,4,4,4,4,4
10,8,167,1,2,4,4,4,4,4,4,4
10,8,167,1,3,4,4,4,4,4,4,4
10,8,167,1,4,4,4,4,4,4,4,4
10,8,167,1,5,4,4,4,4,4,4,4
10,8,167,1,6,4,4,4,4,4,4,4
10,8,167,1,7,4,4,4,4,4,4,4
10,8,167,1,8,4,4,4,4,4,4,4
10,8,167,2,0,4,4,4,4,4,4,4
10,8,167,2,1,4,4,4,4,4,4,4
10,8,167,2,2,4,4,4,4,4,4,4
10,8,167,2,3,4,4,4,4,4,4,4
10,8,167,2,4,4,4,4,4,4,4,4
10,8,167,2,5,4,4,4,4,4,4,4
10,8,167,2,6,4,4,4,4,4,4,4
10,8,167,2,7,4,4,4,4,4,4,4
10,8,167,2,8,4,4,4,4,4,4,4
10,8,167,3,0,4,4,4,4,4,4,4
10,8,167,3,1,4,4,4,4,4,4,4
10,8,167,3,2,4,4,4,4,4,4,4
10,8,167,3,3,4,4,4,4,4,4,4
10,8,167,3,4,4,4,4,4,4,4,4
10,8,167,3,5,4,4,4,4,4,4,4
10,8,167,3,6,4,4,4,4,4,4,4
10,8,167,3,7,4,4,4,4,4,4,4
